Team Number,Match ID,Left Black Line,Auto Coral Level 1,Auto Coral Level 2,Auto Coral Level 3,Auto Coral Level 4,Auto Algae Processed,Auto Algae Netted,Teleop Coral Level 1,Teleop Coral Level 2,Teleop Coral Level 3,Teleop Coral Level 4,Teleop Algae Processed,Teleop Algae Netted,Cage Climb,
9692,2025gal_qm23,Yes,0,0,0,1,0,0,0,5,5,0,0,0,DeepCage,
9692,2025gal_qm23,Yes,0,0,0,1,0,0,0,2,3,5,0,0,DeepCage,
16,2025gal_qm24,Yes,0,0,0,1,0,1,0,3,5,4,0,2,DeepCage,
7558,2025gal_qm24,Yes,0,0,0,1,0,0,7,0,3,3,1,0,DeepCage,
6436,2025gal_qm24,Yes,0,0,0,1,0,0,1,1,2,1,0,0,Parked,
6436,2025gal_qm24,Yes,0,0,0,1,0,0,0,1,3,1,0,0,Parked,
10690,2025gal_qm24,Yes,0,0,0,0,0,0,0,0,2,0,2,0,Parked,
16,2025gal_qm24,Yes,0,0,0,1,0,1,0,3,4,4,0,2,DeepCage,
1501,2025gal_qm24,Yes,0,0,0,3,0,0,3,2,3,3,0,0,DeepCage,
3506,2025gal_qm24,Yes,0,0,0,1,0,0,0,2,3,1,0,0,DeepCage,
6989,2025gal_qm25,Yes,0,0,0,0,0,0,0,2,3,0,0,0,Parked,
4522,2025gal_qm25,Yes,1,0,0,2,0,0,6,0,0,4,0,2,Parked,
9016,2025gal_qm25,Yes,0,0,0,0,0,0,0,0,0,1,0,0,Parked,
9008,2025gal_qm25,Yes,0,0,0,1,0,0,0,0,0,9,0,0,DeepCage,
233,2025gal_qm25,Yes,0,0,0,0,0,0,0,0,3,0,0,0,Parked,
4381,2025gal_qm25,Yes,0,0,0,1,0,0,2,0,4,1,0,0,None,
3863,2025gal_qm26,Yes,0,0,0,0,0,0,0,0,0,0,0,0,None,
7539,2025gal_qm26,Yes,0,0,3,0,0,0,0,2,4,0,0,0,DeepCage,
5712,2025gal_qm26,Yes,0,0,0,1,0,0,0,0,4,7,0,3,DeepCage,
1561,2025gal_qm26,Yes,0,0,0,0,0,0,0,0,5,2,0,0,Parked,
8573,2025gal_qm26,Yes,1,0,0,0,0,0,0,2,0,0,0,0,Parked,
353,2025gal_qm26,Yes,0,0,0,0,0,0,0,0,0,0,0,0,None,
8214,2025gal_qm27,Yes,0,0,0,3,0,0,0,2,4,3,0,1,None,
1986,2025gal_qm27,Yes,0,0,0,2,0,0,0,1,6,4,2,1,DeepCage,
1540,2025gal_qm27,Yes,0,0,0,1,0,0,1,2,3,0,0,3,None,
6574,2025gal_qm27,Yes,0,0,0,0,0,0,0,0,0,0,0,0,DeepCage,
2230,2025gal_qm27,Yes,0,0,0,3,0,0,0,2,2,1,2,1,Parked,
3572,2025gal_qm27,Yes,0,0,0,3,0,0,0,3,5,2,0,0,DeepCage,
3035,2025gal_qm28,Yes,0,0,0,1,0,0,0,4,4,0,1,0,DeepCage,
9077,2025gal_qm28,Yes,0,0,0,0,0,0,0,1,2,5,0,0,Parked,
2370,2025gal_qm28,Yes,1,0,0,1,0,0,1,0,4,5,0,1,DeepCage,
9483,2025gal_qm28,Yes,0,0,1,1,0,0,7,3,4,3,0,0,DeepCage,
9483,2025gal_qm28,Yes,0,0,0,2,0,0,0,4,7,7,0,0,DeepCage,
1218,2025gal_qm28,Yes,0,0,0,2,0,0,0,0,0,3,0,0,DeepCage,
9037,2025gal_qm28,Yes,0,0,0,1,0,0,0,0,2,0,2,0,Parked,
9140,2025gal_qm29,Yes,0,0,0,2,0,0,0,0,0,3,2,1,DeepCage,
9140,2025gal_qm29,Yes,1,0,0,2,0,0,0,3,7,2,2,1,Parked,
2614,2025gal_qm29,Yes,0,0,0,1,0,0,0,3,5,1,0,0,DeepCage,
10589,2025gal_qm29,Yes,0,0,0,2,0,0,0,0,2,0,0,3,DeepCage,
201,2025gal_qm29,Yes,0,0,0,1,0,0,0,0,0,4,0,1,DeepCage,
3459,2025gal_qm29,Yes,0,0,0,0,0,0,0,0,2,0,2,0,Parked,
2992,2025gal_qm29,Yes,0,1,0,0,0,0,0,0,4,0,3,1,Parked,
4522,2025gal_qm3,Yes,0,0,0,3,0,0,0,3,4,3,0,2,DeepCage,
9140,2025gal_qm3,Yes,0,0,0,0,0,0,0,3,3,3,0,2,DeepCage,
2530,2025gal_qm3,Yes,0,0,0,2,0,0,4,2,4,5,0,2,DeepCage,
9785,2025gal_qm3,Yes,0,0,0,1,0,0,0,6,6,0,1,0,Parked,
9140,2025gal_qm3,Yes,0,0,0,0,0,0,0,2,4,3,0,2,DeepCage,
1540,2025gal_qm3,Yes,0,0,0,1,0,0,0,0,0,2,0,0,DeepCage,
3035,2025gal_qm3,Yes,0,0,0,1,1,0,1,3,2,0,3,0,DeepCage,
5411,2025gal_qm30,Yes,0,0,0,3,0,0,1,1,2,3,0,0,DeepCage,
4135,2025gal_qm30,Yes,0,0,0,0,0,0,0,0,0,3,0,0,DeepCage,
3990,2025gal_qm30,Yes,0,0,0,3,0,0,0,0,0,1,0,0,DeepCage,
1002,2025gal_qm30,Yes,0,0,0,0,0,0,0,2,4,1,0,0,None,
1792,2025gal_qm30,Yes,0,1,0,0,0,0,0,0,0,0,0,0,DeepCage,
1538,2025gal_qm30,Yes,0,0,0,1,0,0,0,0,3,2,0,5,DeepCage,
8503,2025gal_qm31,Yes,0,0,1,0,0,0,0,0,9,0,0,0,Parked,
971,2025gal_qm31,Yes,0,0,0,2,0,0,0,0,0,0,0,9,DeepCage,
9692,2025gal_qm31,Yes,0,0,0,2,0,0,0,4,3,6,0,0,DeepCage,
176,2025gal_qm31,Yes,0,0,0,2,0,0,0,2,8,2,0,0,DeepCage,
8708,2025gal_qm31,Yes,0,0,0,1,0,0,2,0,2,2,0,1,DeepCage,
4680,2025gal_qm31,Yes,0,0,0,0,0,2,0,0,0,0,0,4,DeepCage,
498,2025gal_qm32,Yes,0,0,0,1,0,1,0,2,2,3,0,4,Parked,
5847,2025gal_qm32,Yes,0,0,0,2,0,0,0,3,7,3,0,2,Parked,
1868,2025gal_qm32,Yes,0,0,0,3,0,0,0,1,3,0,0,0,DeepCage,
9785,2025gal_qm32,Yes,0,0,0,1,0,0,0,0,5,7,0,0,DeepCage,
16,2025gal_qm32,Yes,0,0,0,2,0,0,0,2,2,2,0,3,DeepCage,
706,2025gal_qm32,Yes,0,0,0,1,0,0,1,1,0,0,1,2,DeepCage,
16,2025gal_qm32,Yes,0,0,0,0,0,0,0,1,2,1,2,3,DeepCage,
4381,2025gal_qm33,Yes,0,0,0,1,0,2,0,2,2,1,0,0,DeepCage,
4039,2025gal_qm33,Yes,0,0,0,2,0,0,1,6,5,4,0,0,Parked,
180,2025gal_qm33,Yes,0,0,0,3,0,0,2,5,8,3,0,1,DeepCage,
1501,2025gal_qm33,Yes,0,0,0,2,0,0,0,0,4,2,0,0,DeepCage,
3128,2025gal_qm33,Yes,0,0,0,2,0,0,6,0,0,4,0,1,DeepCage,
190,2025gal_qm33,Yes,0,0,0,3,0,0,0,4,4,1,0,3,Parked,
34,2025gal_qm34,Yes,0,0,0,0,0,0,0,0,0,0,0,0,DeepCage,
7558,2025gal_qm34,Yes,0,0,0,3,0,0,0,2,2,3,1,0,DeepCage,
6989,2025gal_qm34,Yes,0,1,0,0,0,0,0,0,6,0,0,0,DeepCage,
3536,2025gal_qm34,No,2,0,0,1,0,0,0,2,3,6,0,0,Parked,
7769,2025gal_qm34,Yes,0,0,0,1,0,2,1,6,5,4,2,0,Parked,
9016,2025gal_qm34,Yes,0,0,0,0,0,0,0,0,0,0,0,0,Parked,
6401,2025gal_qm35,Yes,0,0,0,0,0,0,0,1,2,0,0,0,Parked,
4476,2025gal_qm35,Yes,0,0,0,3,0,0,0,2,1,7,2,2,Parked,
10690,2025gal_qm35,Yes,0,0,0,0,0,0,0,0,0,1,0,0,Parked,
2813,2025gal_qm35,Yes,0,2,0,0,0,0,4,5,5,0,0,0,DeepCage,
2530,2025gal_qm35,Yes,0,0,0,3,0,0,0,1,8,4,1,2,DeepCage,
6429,2025gal_qm35,Yes,0,0,0,0,0,0,1,7,0,0,0,0,DeepCage,
7709,2025gal_qm36,Yes,0,0,0,3,0,0,0,0,4,3,1,0,DeepCage,
59,2025gal_qm36,Yes,0,0,0,1,0,0,0,3,0,6,3,2,Parked,
233,2025gal_qm36,Yes,1,0,0,0,0,0,0,4,5,4,0,0,None,
2883,2025gal_qm36,Yes,0,0,0,1,0,0,0,4,8,0,1,0,DeepCage,
8711,2025gal_qm36,Yes,0,0,1,0,0,0,0,4,0,0,0,0,Parked,
7709,2025gal_qm36,Yes,0,0,0,3,0,0,0,1,2,4,2,2,DeepCage,
834,2025gal_qm36,Yes,0,0,0,2,0,0,0,0,4,4,0,0,DeepCage,
620,2025gal_qm37,Yes,0,0,0,3,0,0,0,4,5,1,0,2,Parked,
3506,2025gal_qm37,Yes,0,0,0,1,0,0,0,1,3,2,0,0,DeepCage,
5348,2025gal_qm37,Yes,0,0,0,1,0,0,0,4,1,3,0,0,DeepCage,
5348,2025gal_qm37,Yes,0,0,0,1,0,0,3,1,0,4,0,0,DeepCage,
10011,2025gal_qm37,Yes,0,0,0,0,0,0,0,1,0,0,0,0,Parked,
5348,2025gal_qm37,Yes,0,0,0,2,0,0,1,0,1,4,0,0,DeepCage,
3506,2025gal_qm37,Yes,0,0,0,1,0,0,0,1,3,2,0,0,DeepCage,
4946,2025gal_qm37,Yes,0,0,0,4,0,0,0,2,6,4,0,3,DeepCage,
9008,2025gal_qm37,Yes,0,0,0,0,0,0,0,1,3,6,0,0,DeepCage,
9037,2025gal_qm38,Yes,0,0,0,0,0,0,1,0,0,0,2,0,DeepCage,
2992,2025gal_qm38,Yes,0,0,1,0,0,1,0,5,2,0,2,4,Parked,
6436,2025gal_qm38,Yes,0,0,0,0,0,0,0,0,2,0,0,0,DeepCage,
1625,2025gal_qm38,Yes,0,0,0,2,0,0,1,2,0,6,0,3,Parked,
4522,2025gal_qm38,Yes,0,0,0,4,0,0,1,5,6,4,0,3,DeepCage,
3863,2025gal_qm38,Yes,0,0,1,0,0,0,0,4,6,0,0,0,DeepCage,
3035,2025gal_qm39,Yes,0,0,0,2,0,0,0,1,6,5,0,0,DeepCage,
4680,2025gal_qm39,Yes,0,0,0,0,0,0,0,0,0,0,0,2,Parked,
353,2025gal_qm39,Yes,0,0,0,1,0,2,0,0,2,3,0,5,DeepCage,
1792,2025gal_qm39,Yes,0,0,0,0,0,0,6,0,0,0,0,0,DeepCage,
1986,2025gal_qm39,Yes,0,0,0,1,0,0,1,0,1,7,0,1,DeepCage,
176,2025gal_qm39,Yes,0,0,0,0,0,0,0,0,0,0,0,0,Parked,
1218,2025gal_qm4,Yes,0,0,0,3,0,0,0,0,3,3,1,0,Parked,
190,2025gal_qm4,Yes,0,0,0,4,0,0,0,0,2,5,1,0,DeepCage,
1561,2025gal_qm4,Yes,0,0,0,1,0,0,0,3,3,1,0,0,DeepCage,
1625,2025gal_qm4,Yes,0,0,0,1,0,1,0,5,5,0,1,5,DeepCage,
233,2025gal_qm4,No,0,0,0,0,0,0,0,0,0,1,0,0,Parked,
1002,2025gal_qm4,Yes,0,0,0,1,0,0,0,2,6,3,0,0,Parked,
201,2025gal_qm40,Yes,0,0,1,0,0,1,0,5,2,1,0,0,Parked,
2230,2025gal_qm40,Yes,0,0,0,3,0,0,0,0,7,4,0,4,DeepCage,
8503,2025gal_qm40,Yes,0,0,1,0,0,0,0,5,3,0,0,0,DeepCage,
201,2025gal_qm40,Yes,0,0,1,0,0,1,0,4,4,1,0,0,Parked,
9785,2025gal_qm40,Yes,0,0,0,3,0,0,0,1,6,3,0,1,DeepCage,
971,2025gal_qm40,Yes,0,0,0,2,0,0,0,1,2,3,0,5,DeepCage,
9077,2025gal_qm40,Yes,1,0,0,0,0,0,1,0,3,3,0,0,None,
201,2025gal_qm40,Yes,0,0,1,0,0,1,0,0,1,8,0,0,Parked,
971,2025gal_qm40,Yes,0,0,0,2,0,0,0,1,2,2,0,5,DeepCage,
8708,2025gal_qm41,Yes,0,0,0,0,0,0,2,3,1,3,0,1,DeepCage,
3990,2025gal_qm41,Yes,0,0,0,3,0,0,1,1,8,6,0,1,DeepCage,
4381,2025gal_qm41,Yes,0,0,0,0,0,0,0,0,0,0,0,0,None,
10589,2025gal_qm41,Yes,0,0,0,0,0,0,1,0,1,2,1,3,Parked,
498,2025gal_qm41,Yes,0,0,0,0,0,0,0,0,1,4,2,5,DeepCage,
1002,2025gal_qm41,Yes,0,0,0,1,0,0,0,0,6,1,0,0,Parked,
9692,2025gal_qm42,Yes,0,0,0,2,0,0,0,2,4,5,0,0,DeepCage,
180,2025gal_qm42,Yes,0,0,0,1,0,2,0,3,3,3,1,1,Parked,
16,2025gal_qm42,Yes,0,0,0,2,0,0,0,2,3,2,2,1,DeepCage,
9016,2025gal_qm42,Yes,0,0,0,1,0,0,0,0,0,0,0,0,Parked,
8573,2025gal_qm42,Yes,0,0,0,1,0,0,0,0,0,0,0,0,None,
3572,2025gal_qm42,Yes,0,0,0,3,0,0,0,2,5,3,0,0,DeepCage,
6429,2025gal_qm43,Yes,0,0,0,0,0,0,1,1,3,0,0,0,DeepCage,
1501,2025gal_qm43,Yes,0,0,0,2,0,0,0,2,5,3,2,1,Parked,
3459,2025gal_qm43,Yes,0,0,0,0,0,0,1,0,3,0,2,0,Parked,
7769,2025gal_qm43,Yes,0,0,0,1,0,0,0,1,2,4,0,4,Parked,
7539,2025gal_qm43,Yes,0,0,2,0,0,0,7,8,3,0,0,0,Parked,
34,2025gal_qm43,Yes,0,0,0,0,0,0,0,1,0,0,0,0,None,
834,2025gal_qm44,Yes,0,0,0,3,0,0,0,6,5,4,0,0,DeepCage,
6989,2025gal_qm44,Yes,0,1,0,0,0,0,0,0,0,0,0,0,None,
1538,2025gal_qm44,Yes,0,0,0,2,0,0,0,0,3,4,0,4,DeepCage,
5847,2025gal_qm44,Yes,0,0,0,2,0,0,0,4,4,1,0,2,Parked,
190,2025gal_qm44,Yes,0,0,0,4,0,0,2,6,7,1,0,3,DeepCage,
2813,2025gal_qm44,Yes,1,0,0,0,0,0,1,0,5,0,0,0,DeepCage,
2614,2025gal_qm45,Yes,0,1,0,1,0,0,0,3,2,5,0,0,DeepCage,
1218,2025gal_qm45,Yes,0,0,1,1,0,0,1,4,4,3,0,0,DeepCage,
10690,2025gal_qm45,Yes,0,0,0,1,0,0,0,0,4,0,0,2,Parked,
8214,2025gal_qm45,Yes,0,0,0,1,0,1,0,4,5,1,0,2,Parked,
620,2025gal_qm45,Yes,0,0,0,3,0,0,6,4,4,3,0,2,Parked,
59,2025gal_qm45,Yes,0,0,0,1,0,0,7,2,2,3,0,0,Parked,
59,2025gal_qm45,Yes,0,0,0,3,0,0,5,2,3,2,2,1,DeepCage,
4476,2025gal_qm46,Yes,0,0,0,3,0,0,4,3,2,2,0,0,Parked,
10011,2025gal_qm46,Yes,0,0,0,0,0,0,0,0,0,0,0,0,None,
2530,2025gal_qm46,Yes,0,0,0,2,0,0,0,0,5,3,0,2,DeepCage,
4135,2025gal_qm46,Yes,0,0,0,1,0,0,1,0,0,3,0,0,Parked,
4039,2025gal_qm46,Yes,0,0,0,2,0,0,0,1,3,0,0,0,DeepCage,
7558,2025gal_qm46,Yes,2,0,0,0,0,0,2,5,4,3,0,1,DeepCage,
233,2025gal_qm47,Yes,1,0,0,0,0,0,0,5,5,4,0,0,Parked,
3536,2025gal_qm47,Yes,0,0,0,0,0,0,2,0,3,4,0,0,None,
5712,2025gal_qm47,Yes,0,0,0,1,0,0,0,2,5,1,0,3,DeepCage,
3506,2025gal_qm47,Yes,1,0,0,1,0,0,0,0,1,5,0,0,DeepCage,
1868,2025gal_qm47,Yes,0,0,0,1,0,0,1,1,2,2,0,1,Parked,
1540,2025gal_qm47,Yes,0,0,0,0,0,0,0,0,7,5,0,1,Parked,
3506,2025gal_qm47,Yes,0,1,0,1,0,0,0,0,1,5,0,0,Parked,
9140,2025gal_qm48,Yes,0,0,0,2,0,0,0,0,0,0,0,0,None,
9140,2025gal_qm48,Yes,0,0,0,2,0,0,0,0,0,0,0,0,None,
1625,2025gal_qm48,Yes,0,0,0,1,0,1,0,0,0,1,0,6,DeepCage,
2883,2025gal_qm48,Yes,1,0,4,5,0,0,0,0,0,0,0,0,DeepCage,
6574,2025gal_qm48,Yes,0,0,0,0,0,0,0,0,0,0,0,0,DeepCage,
9008,2025gal_qm48,No,0,0,0,0,0,0,0,1,7,1,0,0,Parked,
9483,2025gal_qm48,Yes,0,0,1,1,0,0,1,7,4,9,0,0,DeepCage,
4946,2025gal_qm49,Yes,0,0,0,3,0,0,2,4,4,2,0,3,DeepCage,
7709,2025gal_qm49,Yes,0,0,0,1,0,0,1,2,3,3,1,0,None,
4522,2025gal_qm49,Yes,4,4,4,6,2,0,0,0,0,0,0,0,DeepCage,
3128,2025gal_qm49,Yes,0,0,0,1,0,0,7,0,3,4,0,0,Parked,
6436,2025gal_qm49,Yes,0,0,0,1,0,0,0,0,0,0,0,0,None,
5411,2025gal_qm49,Yes,0,0,0,1,0,0,0,4,3,0,0,1,Parked,
1986,2025gal_qm5,Yes,0,0,0,1,0,1,0,2,5,3,2,2,DeepCage,
5712,2025gal_qm5,Yes,0,0,1,0,0,0,0,1,4,2,0,2,DeepCage,
834,2025gal_qm5,Yes,0,0,0,3,0,0,0,0,4,5,0,0,DeepCage,
2614,2025gal_qm5,Yes,0,0,0,1,0,0,0,3,2,0,1,0,DeepCage,
4476,2025gal_qm5,Yes,0,0,0,3,0,0,7,4,4,3,1,1,Parked,
834,2025gal_qm5,Yes,0,0,0,3,0,0,0,1,4,4,0,0,DeepCage,
6436,2025gal_qm5,Yes,0,0,0,1,0,0,0,4,3,0,0,0,Parked,
5348,2025gal_qm50,Yes,0,0,0,0,0,0,0,0,0,7,0,0,DeepCage,
1561,2025gal_qm50,Yes,0,0,0,2,0,0,0,2,7,1,0,0,Parked,
2370,2025gal_qm50,Yes,0,0,0,1,0,0,0,0,1,8,0,1,Parked,
8711,2025gal_qm50,Yes,0,0,0,0,0,0,0,2,1,0,0,0,None,
706,2025gal_qm50,Yes,0,0,0,0,0,1,0,0,0,0,0,0,Parked,
6401,2025gal_qm50,Yes,0,0,0,0,0,0,0,1,0,0,0,0,Parked,
8711,2025gal_qm50,Yes,0,0,0,0,0,0,0,0,3,0,0,0,None,
7539,2025gal_qm51,No,0,0,1,1,0,0,2,3,4,1,0,0,DeepCage,
16,2025gal_qm51,Yes,0,0,0,0,0,1,0,0,0,2,0,6,DeepCage,
10589,2025gal_qm51,Yes,0,0,0,1,0,0,3,0,7,4,2,2,Parked,
176,2025gal_qm51,Yes,0,0,0,1,0,0,0,0,6,4,0,0,DeepCage,
2230,2025gal_qm51,Yes,0,0,0,3,0,0,0,0,6,5,0,3,DeepCage,
1002,2025gal_qm51,Yes,0,0,0,1,0,0,1,2,3,2,0,0,Parked,
2813,2025gal_qm52,Yes,0,2,0,0,0,0,0,5,3,1,0,0,None,
3863,2025gal_qm52,No,0,0,1,0,0,0,0,2,5,0,0,0,DeepCage,
2813,2025gal_qm52,Yes,0,0,2,0,0,0,0,5,3,1,0,0,DeepCage,
498,2025gal_qm52,Yes,0,0,0,1,0,0,6,0,0,2,0,4,DeepCage,
180,2025gal_qm52,Yes,0,0,0,4,0,0,5,5,8,0,0,2,DeepCage,
834,2025gal_qm52,Yes,0,0,0,1,0,0,0,0,0,9,0,0,DeepCage,
498,2025gal_qm52,Yes,0,0,0,1,0,0,4,2,0,1,0,5,DeepCage,
3035,2025gal_qm52,Yes,0,0,0,1,0,0,0,3,3,4,0,0,DeepCage,
1986,2025gal_qm53,Yes,0,0,0,0,0,3,0,2,3,7,0,0,DeepCage,
2992,2025gal_qm53,Yes,0,0,0,1,0,1,0,0,4,0,0,6,Parked,
9692,2025gal_qm53,Yes,0,0,0,2,0,0,0,0,2,1,0,0,Parked,
1218,2025gal_qm53,Yes,0,0,0,3,0,0,0,0,8,4,0,0,DeepCage,
1986,2025gal_qm53,Yes,1,0,0,2,0,0,0,1,3,3,0,3,DeepCage,
9785,2025gal_qm53,Yes,1,0,1,1,0,0,0,3,2,3,0,0,DeepCage,
1538,2025gal_qm53,Yes,0,1,0,2,0,0,0,0,3,2,0,4,DeepCage,
1538,2025gal_qm53,Yes,0,1,0,2,0,0,0,0,3,2,0,3,DeepCage,
620,2025gal_qm54,Yes,0,0,0,1,0,0,0,1,4,7,0,0,Parked,
4680,2025gal_qm54,Yes,0,0,0,0,0,1,0,0,0,0,0,7,DeepCage,
4476,2025gal_qm54,Yes,0,0,0,3,0,0,7,3,3,2,0,3,None,
34,2025gal_qm54,No,0,0,0,0,0,0,0,0,0,0,0,0,DeepCage,
9077,2025gal_qm54,Yes,0,1,0,0,0,0,0,3,2,1,0,0,None,
8214,2025gal_qm54,Yes,0,0,0,3,0,0,0,0,2,2,0,2,None,
8214,2025gal_qm54,Yes,0,0,0,3,0,2,0,1,1,2,0,0,None,
1792,2025gal_qm55,Yes,0,0,0,1,0,0,0,0,6,0,0,0,DeepCage,
6989,2025gal_qm55,Yes,0,0,0,0,0,0,0,0,0,0,0,0,Parked,
8708,2025gal_qm55,Yes,0,0,0,1,0,0,0,1,0,0,0,0,DeepCage,
2614,2025gal_qm55,No,0,0,0,2,0,0,0,4,4,4,0,0,Parked,
7558,2025gal_qm55,Yes,0,0,0,2,0,0,1,1,5,2,2,0,DeepCage,
1540,2025gal_qm55,Yes,0,0,0,0,1,0,1,2,3,4,0,0,DeepCage,
5847,2025gal_qm56,No,0,0,0,2,0,0,0,0,3,3,0,0,DeepCage,
233,2025gal_qm56,Yes,0,0,0,0,0,0,2,3,2,4,0,0,DeepCage,
59,2025gal_qm56,Yes,0,1,0,0,0,0,0,0,6,5,0,1,DeepCage,
3506,2025gal_qm56,Yes,0,0,0,1,0,0,0,0,3,4,0,0,DeepCage,
971,2025gal_qm56,Yes,0,0,0,2,0,0,2,0,3,1,0,1,DeepCage,
8573,2025gal_qm56,Yes,0,0,0,0,0,0,0,0,2,0,0,0,None,
3506,2025gal_qm56,Yes,0,0,0,1,0,0,0,0,2,5,0,0,DeepCage,
190,2025gal_qm57,Yes,0,0,0,3,0,0,3,4,7,2,0,3,DeepCage,
7709,2025gal_qm57,Yes,0,0,0,2,0,0,0,0,3,3,0,2,Parked,
2530,2025gal_qm57,Yes,0,1,0,1,0,0,0,0,2,3,0,0,DeepCage,
3536,2025gal_qm57,Yes,0,0,0,0,0,0,0,0,3,2,0,0,DeepCage,
353,2025gal_qm57,Yes,0,0,0,0,0,1,0,0,4,0,0,1,Parked,
190,2025gal_qm57,Yes,0,0,0,4,0,0,3,5,6,3,0,3,DeepCage,
6574,2025gal_qm57,Yes,0,0,0,0,0,1,0,0,0,0,0,0,DeepCage,
9037,2025gal_qm58,Yes,0,0,0,0,0,0,0,0,0,0,2,0,DeepCage,
3572,2025gal_qm58,Yes,0,0,0,3,0,0,2,3,3,3,0,0,DeepCage,
201,2025gal_qm58,Yes,0,0,0,2,0,0,0,0,0,1,2,1,Parked,
5348,2025gal_qm58,Yes,0,0,0,1,0,0,0,1,3,8,0,0,Parked,
5411,2025gal_qm58,Yes,0,0,0,2,0,0,2,0,3,2,0,0,Parked,
6429,2025gal_qm58,Yes,0,0,0,0,0,0,0,1,2,3,2,0,DeepCage,
9037,2025gal_qm58,Yes,0,0,0,0,0,0,0,0,0,0,3,0,DeepCage,
5348,2025gal_qm58,Yes,0,0,0,1,0,0,0,0,2,6,0,0,DeepCage,
201,2025gal_qm58,Yes,0,0,0,2,0,0,0,0,0,1,3,1,Parked,
2883,2025gal_qm59,No,0,0,0,0,0,0,0,0,0,0,0,0,None,
706,2025gal_qm59,Yes,0,0,0,1,0,0,0,2,1,0,2,3,Parked,
8503,2025gal_qm59,Yes,1,0,0,0,0,0,0,1,5,0,1,0,Parked,
4522,2025gal_qm59,Yes,1,0,0,3,0,0,0,2,4,4,1,2,DeepCage,
706,2025gal_qm59,Yes,0,0,0,1,0,1,0,2,0,0,1,2,Parked,
7769,2025gal_qm59,Yes,0,0,0,2,0,0,0,3,7,3,0,0,DeepCage,
3990,2025gal_qm59,Yes,0,0,0,3,0,0,0,4,5,3,0,4,DeepCage,
5847,2025gal_qm6,Yes,0,0,0,0,0,0,0,0,0,1,2,6,Parked,
10589,2025gal_qm6,Yes,0,0,0,1,0,0,0,4,4,4,1,0,Parked,
4946,2025gal_qm6,Yes,0,0,0,2,0,0,0,8,7,2,0,2,DeepCage,
6429,2025gal_qm6,Yes,0,0,0,0,0,0,1,3,1,0,1,0,DeepCage,
3536,2025gal_qm6,Yes,0,0,0,0,0,0,0,1,4,5,0,0,Parked,
353,2025gal_qm6,Yes,0,0,0,1,0,0,0,1,3,3,0,0,Parked,
9483,2025gal_qm60,Yes,0,0,2,1,0,0,7,4,2,7,0,0,DeepCage,
3459,2025gal_qm60,Yes,0,0,0,0,0,0,0,0,0,0,6,0,DeepCage,
3128,2025gal_qm60,Yes,0,0,0,2,0,0,1,3,2,1,0,2,DeepCage,
9483,2025gal_qm60,Yes,0,0,2,1,0,0,7,4,2,7,0,0,DeepCage,
9008,2025gal_qm60,Yes,0,0,0,0,0,0,0,0,3,8,0,0,DeepCage,
5712,2025gal_qm60,Yes,0,0,0,1,0,0,0,2,5,3,0,1,DeepCage,
6401,2025gal_qm60,Yes,0,0,0,0,0,0,0,2,3,0,0,0,Parked,
3128,2025gal_qm60,Yes,0,0,0,2,0,0,2,3,2,1,0,2,DeepCage,
9008,2025gal_qm60,Yes,0,0,0,0,0,0,0,0,4,8,0,0,DeepCage,
5712,2025gal_qm60,No,0,0,0,0,0,0,0,0,0,0,0,0,None,
1501,2025gal_qm61,Yes,0,0,0,3,0,0,0,5,7,2,2,0,DeepCage,
2370,2025gal_qm61,Yes,0,0,0,1,0,0,0,0,5,4,0,0,DeepCage,
2370,2025gal_qm61,Yes,0,0,0,1,0,0,0,0,6,3,0,0,DeepCage,
1625,2025gal_qm61,Yes,0,0,0,1,0,1,0,0,0,0,3,5,DeepCage,
1501,2025gal_qm61,Yes,0,0,0,3,0,0,0,5,7,2,2,0,DeepCage,
4946,2025gal_qm61,Yes,0,0,0,2,0,0,0,6,5,4,0,1,DeepCage,
9016,2025gal_qm61,Yes,1,0,0,0,0,0,0,0,0,0,0,0,Parked,
4135,2025gal_qm61,Yes,0,0,0,0,0,0,2,0,0,0,0,0,Parked,
10690,2025gal_qm62,Yes,0,0,0,0,0,0,0,0,1,0,0,4,Parked,
9140,2025gal_qm62,Yes,1,0,0,2,0,0,0,0,1,7,3,1,Parked,
4039,2025gal_qm62,Yes,0,0,0,1,0,0,0,2,3,3,0,0,Parked,
6436,2025gal_qm62,Yes,1,0,0,0,0,0,0,0,0,3,0,0,Parked,
1868,2025gal_qm62,Yes,1,0,0,2,0,0,1,0,2,0,0,0,DeepCage,
8711,2025gal_qm62,Yes,0,0,0,0,0,0,0,2,4,0,0,0,Parked,
1561,2025gal_qm63,Yes,0,0,0,2,0,1,0,0,2,1,1,0,Parked,
10011,2025gal_qm63,Yes,0,0,0,1,0,0,0,2,3,0,0,0,Parked,
9785,2025gal_qm63,Yes,0,0,0,3,0,0,0,0,6,4,2,0,Parked,
834,2025gal_qm63,Yes,0,0,0,1,0,0,0,2,6,5,0,0,DeepCage,
9785,2025gal_qm63,Yes,0,0,0,3,0,0,0,0,6,4,2,0,Parked,
176,2025gal_qm63,Yes,0,0,0,3,0,0,0,4,3,1,0,0,DeepCage,
4381,2025gal_qm63,No,0,0,0,1,0,1,1,0,1,3,0,0,Parked,
4381,2025gal_qm63,Yes,0,0,0,1,0,1,0,0,2,4,0,0,Parked,
